ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
2,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/traceback.py:220(extract_stack)
2250,0.003,0.000,0.005,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:735(unwrap)
3476,0.009,0.000,0.014,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:2862(kwargs)
12,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/__init__.py:321(filter)
22,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/_weakrefset.py:17(__init__)
215,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:300(ismethod)
9,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:283(ismodule)
1720,0.004,0.000,0.004,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/weakref.py:414(__getitem__)
67,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:292(isclass)
4704,0.001,0.000,0.002,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:378(isfunction)
9,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:505(isbuiltin)
22,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/_weakrefset.py:21(__enter__)
22,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/_weakrefset.py:63(__iter__)
2,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/_weakrefset.py:85(add)
8,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/traceback.py:325(walk_stack)
41773,0.009,0.000,0.009,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:2739(name)
25600,0.005,0.000,0.005,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:2743(default)
54585,0.010,0.000,0.010,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:2747(annotation)
58450,0.013,0.000,0.013,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:2751(kind)
48838,0.012,0.000,0.012,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:3032(parameters)
7025,0.003,0.000,0.003,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:3036(return_annotation)
103,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:1749(currentframe)
1140,0.001,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:1766(_static_getmro)
228,0.000,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:1787(_is_type)
39,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:2465(<lambda>)
10444,0.005,0.000,0.005,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:2831(__init__)
3238,0.001,0.000,0.002,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:3019(<genexpr>)
228,0.000,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:1778(_check_class)
6,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/traceback.py:264(__init__)
228,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:1769(_check_instance)
27,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:3040(replace)
6,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/traceback.py:316(line)
4358,0.003,0.000,0.003,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1999(<genexpr>)
684,0.001,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:1794(_shadowed_dict)
2209,0.002,0.000,0.041,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:3278(signature)
2247,0.002,0.000,0.041,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:3024(from_callable)
6968,0.009,0.000,0.125,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:3207(bind)
20,0.000,0.000,0.000,0.000,<string>:1(<lambda>)
228,0.003,0.000,0.003,0.000,{built-in method zlib.crc32}
8,0.000,0.000,0.000,0.000,{built-in method zlib.decompressobj}
220,0.075,0.000,0.075,0.000,{method 'decompress' of 'zlib.Decompress' objects}
4,0.000,0.000,0.000,0.000,{method 'flush' of 'zlib.Decompress' objects}
199,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:352(inner)
2,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/traceback.py:375(extract)
6359,0.006,0.000,0.009,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1923(<genexpr>)
2183,0.005,0.000,0.071,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1921(_is_callable_members_only)
8,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/traceback.py:389(extended_frame_gen)
16,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1371(__hash__)
220,0.000,0.000,0.003,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/zipfile.py:1048(_read2)
522,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:2256(cast)
4,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/random.py:235(_randbelow_with_getrandbits)
4,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/random.py:358(randint)
3,0.000,0.000,0.000,0.000,{built-in method math.ceil}
1,0.000,0.000,0.000,0.000,{built-in method math.floor}
3,0.000,0.000,0.000,0.000,{built-in method math.log10}
3,0.000,0.000,0.000,0.000,{built-in method math.sqrt}
22,0.000,0.000,0.000,0.000,{built-in method math.prod}
4,0.000,0.000,0.000,0.000,{method 'getrandbits' of '_random.Random' objects}
8,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/zipfile.py:1064(close)
2,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:604(wait)
9,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/zipfile.py:1992(_fpclose)
220,0.000,0.000,0.003,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/zipfile.py:965(_update_crc)
1783,0.004,0.000,0.004,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:90(RLock)
8,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/zipfile.py:755(tell)
2,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:568(is_set)
229,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/zipfile.py:1560(<lambda>)
2,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:422(__init__)
229,0.000,0.000,0.002,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/zipfile.py:768(read)
1766,0.014,0.000,0.018,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:236(__init__)
1467,0.001,0.000,0.002,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:359(notify)
1471,0.001,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:279(_is_owned)
2,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:1446(current_thread)
1,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/zipfile.py:1872(__del__)
5158,0.007,0.000,0.009,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:264(__enter__)
4,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:273(_release_save)
4,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:276(_acquire_restore)
8,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/zipfile.py:747(__init__)
8,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/zipfile.py:779(close)
8,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/zipfile.py:1472(getinfo)
9,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/zipfile.py:693(_check_compression)
1,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/zipfile.py:1443(<listcomp>)
1,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/zipfile.py:1441(namelist)
5158,0.005,0.000,0.006,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:267(__exit__)
1467,0.001,0.000,0.003,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:389(notify_all)
2,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:555(__init__)
2,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:1317(_make_invoke_excepthook)
2,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:1199(daemon)
4,0.000,0.000,0.000,0.000,{built-in method _struct.calcsize}
18,0.000,0.000,0.000,0.000,{built-in method _struct.unpack}
1,0.000,0.000,0.000,0.000,{method 'disable' of '_lsprof.Profiler' objects}
30,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:1544(log)
4,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/numpy/compat/py3k.py:49(isfileobj)
1,0.000,0.000,0.000,0.000,{built-in method _hashlib.openssl_sha256}
176,0.008,0.000,0.008,0.000,{method 'update' of '_hashlib.HASH' objects}
1,0.000,0.000,0.000,0.000,{method 'hexdigest' of '_hashlib.HASH' objects}
1858,0.002,0.000,0.003,0.000,{method 'decode' of 'bytes' objects}
1,0.000,0.000,0.000,0.000,{method 'startswith' of 'bytes' objects}
2,0.000,0.000,0.000,0.000,{method 'get' of 'mappingproxy' objects}
4398,0.002,0.000,0.002,0.000,{method 'keys' of 'mappingproxy' objects}
10654,0.005,0.000,0.005,0.000,{method 'values' of 'mappingproxy' objects}
19094,0.005,0.000,0.005,0.000,{method 'items' of 'mappingproxy' objects}
1489,0.000,0.000,0.002,0.000,{method 'throw' of 'generator' objects}
107,0.000,0.000,0.000,0.000,{function TrackedList.clear at 0x306456e80}
30215,0.005,0.000,0.005,0.000,{method 'append' of 'list' objects}
5910/5826,0.002,0.000,0.010,0.000,{method 'extend' of 'list' objects}
3906,0.001,0.000,0.001,0.000,{method 'pop' of 'list' objects}
1759,0.001,0.000,0.001,0.000,{method 'remove' of 'list' objects}
8,0.000,0.000,0.000,0.000,{method 'index' of 'list' objects}
8,0.000,0.000,0.000,0.000,{method 'count' of 'list' objects}
2,0.000,0.000,0.000,0.000,{method 'reverse' of 'list' objects}
68,0.000,0.000,0.000,0.000,{method 'sort' of 'list' objects}
4,0.000,0.000,0.000,0.000,{method 'bit_length' of 'int' objects}
6,0.000,0.000,0.000,0.000,{built-in method from_bytes}
13157,0.002,0.000,0.003,0.000,{method 'get' of 'dict' objects}
20,0.000,0.000,0.000,0.000,{method 'setdefault' of 'dict' objects}
6216,0.001,0.000,0.001,0.000,{method 'pop' of 'dict' objects}
6222,0.001,0.000,0.001,0.000,{method 'keys' of 'dict' objects}
16538,0.004,0.000,0.004,0.000,{method 'items' of 'dict' objects}
1040,0.000,0.000,0.000,0.000,{method 'values' of 'dict' objects}
1223,0.000,0.000,0.000,0.000,{method 'update' of 'dict' objects}
260,0.000,0.000,0.000,0.000,{method 'copy' of 'dict' objects}
1716,0.009,0.000,0.145,0.000,{method 'pop' of 'collections.OrderedDict' objects}
239,0.000,0.000,0.000,0.000,{method 'values' of 'collections.OrderedDict' objects}
8744,0.002,0.000,0.002,0.000,{method 'items' of 'collections.OrderedDict' objects}
10074,0.003,0.000,0.003,0.000,{method 'add' of 'set' objects}
34,0.000,0.000,0.000,0.000,{function TrackedSet.clear at 0x306457920}
2,0.000,0.000,0.000,0.000,{method 'discard' of 'set' objects}
1,0.000,0.000,0.000,0.000,{method 'difference_update' of 'set' objects}
28,0.000,0.000,0.000,0.000,{method 'intersection' of 'set' objects}
5,0.000,0.000,0.000,0.000,{method 'pop' of 'set' objects}
30,0.000,0.000,0.000,0.000,{method 'remove' of 'set' objects}
7155,0.001,0.000,0.001,0.000,{method 'update' of 'set' objects}
2746,0.001,0.000,0.001,0.000,{method '__contains__' of 'frozenset' objects}
2,0.000,0.000,0.000,0.000,{method 'union' of 'frozenset' objects}
7864,0.005,0.000,0.005,0.000,{built-in method __new__ of type object at 0x1017c7d60}
3485,0.001,0.000,0.001,0.000,{method 'encode' of 'str' objects}
194,0.000,0.000,0.000,0.000,{method 'replace' of 'str' objects}
62,0.000,0.000,0.000,0.000,{method 'split' of 'str' objects}
1313,0.002,0.000,0.024,0.000,{method 'join' of 'str' objects}
4,0.000,0.000,0.000,0.000,{method 'find' of 'str' objects}
155,0.000,0.000,0.000,0.000,{method 'partition' of 'str' objects}
1732,0.000,0.000,0.000,0.000,{method 'lower' of 'str' objects}
4,0.000,0.000,0.000,0.000,{method 'lstrip' of 'str' objects}
5,0.000,0.000,0.000,0.000,{method 'rfind' of 'str' objects}
115,0.000,0.000,0.000,0.000,{method 'rstrip' of 'str' objects}
40,0.000,0.000,0.000,0.000,{method 'rpartition' of 'str' objects}
61,0.000,0.000,0.000,0.000,{method 'strip' of 'str' objects}
245,0.000,0.000,0.000,0.000,{method 'translate' of 'str' objects}
12,0.000,0.000,0.000,0.000,{method 'upper' of 'str' objects}
64610,0.018,0.000,0.018,0.000,{method 'startswith' of 'str' objects}
33,0.000,0.000,0.000,0.000,{method 'endswith' of 'str' objects}
5,0.000,0.000,0.000,0.000,{method 'isascii' of 'str' objects}
19,0.000,0.000,0.000,0.000,{method 'isalpha' of 'str' objects}
119,0.000,0.000,0.000,0.000,{method 'isalnum' of 'str' objects}
2746,0.002,0.000,0.002,0.000,{method 'isidentifier' of 'str' objects}
39,0.000,0.000,0.000,0.000,{method 'format' of 'str' objects}
5,0.000,0.000,0.000,0.000,{built-in method builtins.__build_class__}
1,0.000,0.000,0.001,0.001,{built-in method builtins.__import__}
12,0.000,0.000,0.000,0.000,{built-in method builtins.abs}
9671/9645,0.010,0.000,0.031,0.000,{built-in method builtins.all}
4638/4593,0.004,0.000,0.010,0.000,{built-in method builtins.any}
50063,0.006,0.000,0.006,0.000,{built-in method builtins.callable}
4,0.000,0.000,0.000,0.000,{built-in method builtins.chr}
4,0.000,0.000,0.000,0.000,{built-in method builtins.compile}
3/1,0.000,0.000,50.846,50.846,{built-in method builtins.exec}
87947/87880,0.030,0.000,0.034,0.000,{built-in method builtins.getattr}
79479/79469,0.021,0.000,0.022,0.000,{built-in method builtins.hasattr}
138409/13921,0.131,0.000,0.368,0.000,{built-in method builtins.hash}
4714,0.001,0.000,0.001,0.000,{built-in method builtins.id}
196323,0.055,0.000,0.249,0.000,{built-in method builtins.isinstance}
2314,0.002,0.000,0.006,0.000,{built-in method builtins.issubclass}
16197/16169,0.005,0.000,0.163,0.000,{built-in method builtins.iter}
49945/46342,0.014,0.000,0.017,0.000,{built-in method builtins.len}
596,0.000,0.000,0.000,0.000,{built-in method builtins.max}
450,0.000,0.000,0.000,0.000,{built-in method builtins.min}
53849/44919,0.024,0.000,0.134,0.000,{built-in method builtins.next}
6,0.000,0.000,0.000,0.000,{built-in method builtins.ord}
5,0.000,0.000,0.000,0.000,{built-in method builtins.print}
3,0.000,0.000,0.000,0.000,{built-in method builtins.round}
8563,0.002,0.000,0.002,0.000,{built-in method builtins.setattr}
4330,0.009,0.000,0.009,0.000,{built-in method builtins.sorted}
287/255,0.000,0.000,0.004,0.000,{built-in method builtins.sum}
12,0.000,0.000,0.000,0.000,{built-in method _imp.acquire_lock}
12,0.000,0.000,0.000,0.000,{built-in method _imp.release_lock}
2,0.000,0.000,0.000,0.000,{built-in method _imp.find_frozen}
2,0.000,0.000,0.000,0.000,{built-in method _imp.is_builtin}
2,0.000,0.000,0.000,0.000,{built-in method _imp._fix_co_filename}
2,0.000,0.000,0.000,0.000,{built-in method marshal.loads}
1,0.000,0.000,0.000,0.000,{built-in method sys.exc_info}
2250,0.000,0.000,0.000,0.000,{built-in method sys.getrecursionlimit}
105,0.000,0.000,0.000,0.000,{built-in method sys._getframe}
19,0.000,0.000,0.000,0.000,{built-in method posix.stat}
1,0.000,0.000,0.000,0.000,{built-in method posix.access}
1,0.000,0.000,0.000,0.000,{built-in method posix.mkdir}
21,0.000,0.000,0.000,0.000,{built-in method posix.get_terminal_size}
2,0.000,0.000,0.000,0.000,{built-in method posix.cpu_count}
11,0.000,0.000,0.000,0.000,{built-in method posix.fspath}
15659,0.004,0.000,0.004,0.000,{built-in method _codecs.lookup}
1,0.000,0.000,0.000,0.000,{built-in method _codecs.utf_8_decode}
12,0.000,0.000,0.000,0.000,{built-in method _codecs.charmap_decode}
5,0.000,0.000,0.000,0.000,{method 'append' of 'collections.deque' objects}
176,0.000,0.000,0.000,0.000,{method 'extendleft' of 'collections.deque' objects}
176,0.000,0.000,0.000,0.000,{method 'popleft' of 'collections.deque' objects}
2,0.000,0.000,0.000,0.000,{method 'remove' of 'collections.deque' objects}
3,0.000,0.000,0.000,0.000,{built-in method io.open}
2,0.001,0.000,0.001,0.000,{built-in method io.open_code}
8,0.000,0.000,0.000,0.000,{function ZipExtFile.close at 0x101070040}
1,0.000,0.000,0.000,0.000,{method '__enter__' of '_io._IOBase' objects}
3,0.000,0.000,0.000,0.000,{method '__exit__' of '_io._IOBase' objects}
16,0.000,0.000,0.000,0.000,{method 'read' of '_io.BytesIO' objects}
1,0.000,0.000,0.000,0.000,{method 'close' of '_io.BufferedReader' objects}
8,0.000,0.000,0.000,0.000,{method 'seekable' of '_io.BufferedReader' objects}
412,0.006,0.000,0.006,0.000,{method 'read' of '_io.BufferedReader' objects}
234,0.000,0.000,0.000,0.000,{method 'seek' of '_io.BufferedReader' objects}
230,0.000,0.000,0.000,0.000,{method 'tell' of '_io.BufferedReader' objects}
11,0.000,0.000,0.000,0.000,{method 'write' of '_io.TextIOWrapper' objects}
1,0.000,0.000,0.000,0.000,{method 'read' of '_io.TextIOWrapper' objects}
11,0.000,0.000,0.000,0.000,{method 'flush' of '_io.TextIOWrapper' objects}
1,0.000,0.000,0.000,0.000,{method 'fileno' of '_io.TextIOWrapper' objects}
37,0.000,0.000,0.000,0.000,{method 'isatty' of '_io.TextIOWrapper' objects}
110,0.000,0.000,0.000,0.000,{built-in method from_iterable}
90,0.000,0.000,0.000,0.000,{method 'group' of 're.Match' objects}
152,0.000,0.000,0.000,0.000,{method 'span' of 're.Match' objects}
86,0.000,0.000,0.000,0.000,{method 'groups' of 're.Match' objects}
3093,0.002,0.000,0.002,0.000,{method 'match' of 're.Pattern' objects}
164,0.000,0.000,0.000,0.000,{method 'sub' of 're.Pattern' objects}
25,0.000,0.000,0.000,0.000,{method 'finditer' of 're.Pattern' objects}
2,0.000,0.000,0.000,0.000,{built-in method _thread.start_new_thread}
56,0.000,0.000,0.000,0.000,{built-in method _thread.allocate_lock}
1472,0.000,0.000,0.000,0.000,{built-in method _thread.get_ident}
1721,0.001,0.000,0.001,0.000,{method 'acquire' of '_thread.RLock' objects}
1721,0.000,0.000,0.000,0.000,{method 'release' of '_thread.RLock' objects}
3436,0.001,0.000,0.001,0.000,{method '__enter__' of '_thread.RLock' objects}
5605,0.002,0.000,0.002,0.000,{method '__exit__' of '_thread.RLock' objects}
4417,0.001,0.000,0.001,0.000,{method 'acquire' of '_thread.lock' objects}
2938,0.001,0.000,0.001,0.000,{method 'release' of '_thread.lock' objects}
1722,0.001,0.000,0.001,0.000,{method '__enter__' of '_thread.lock' objects}
6905,0.002,0.000,0.002,0.000,{method '__exit__' of '_thread.lock' objects}
28,0.000,0.000,0.000,0.000,{built-in method time.time}
4,0.000,0.000,0.000,0.000,{built-in method time.monotonic}
1,0.000,0.000,0.000,0.000,{built-in method _weakref.proxy}
45563,0.025,0.000,0.026,0.000,{built-in method _abc._abc_instancecheck}
2644/2359,0.002,0.000,0.003,0.000,{built-in method _abc._abc_subclasscheck}
18,0.000,0.000,0.001,0.000,{built-in method _functools.reduce}
12,0.000,0.000,0.000,0.000,{built-in method _operator.index}
1,0.000,0.000,0.000,0.000,{built-in method _stat.S_ISDIR}
2,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:48(_new_module)
2,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:179(_get_module_lock)
4,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:233(_call_with_frames_removed)
15,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:244(_verbose_message)
